id	title	termName	termYear	subjectDescription	subjectAcademicOrgDescription	subject	classAcademicOrgDescription	component	externalCourseId	courseDescriptionLong	year
9897	Beginning Italian I: Pathways to Italy	Fall	2017	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2017.5
9898	Beginning Italian I: Pathways to Italy	Fall	2017	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2017.5
9899	Beginning Italian I: Pathways to Italy	Fall	2017	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2017.5
9902	Beginning Italian I: Pathways to Italy	Spring	2018	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2018
9903	Beginning Italian I: Pathways to Italy	Fall	2018	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2018.5
9904	Beginning Italian I: Pathways to Italy	Fall	2018	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2018.5
9905	Beginning Italian I: Pathways to Italy	Fall	2018	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2018.5
9906	Beginning Italian I: Pathways to Italy	Spring	2019	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2019
346548	Beginning Italian I: Pathways to Italy	Fall	2019	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2019.5
230183	Beginning Italian I: Pathways to Italy	Fall	2019	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2019.5
302018	Effetto Commedia: What Makes Italians Laugh?	Fall	2012	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	108704	"<p>Comedy Italian-style in cinema and its origins	 from Totò to Benigni. Presents students with another dimension of Italian culture	 while increasing communicative effectiveness. Presentational skills addressed through weekly written assignments and oral reports; grammar review in context. Weekly feature-length film. Conducted in Italian. Appropriate for concentrators in the Italian Studies and Romance Studies tracks	 as well as for undergraduates pursuing a secondary field in Italian. Italian 50; or permission of course head.</p>"	2012.5
356432	Effetto Commedia: What Makes Italians Laugh?	Fall	2014	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	108704	"<p>Comedy Italian-style in cinema and its origins	 from Totò to Benigni. Presents students with another dimension of Italian culture	 while increasing communicative effectiveness. Presentational skills addressed through weekly written assignments and oral reports; grammar review in context. Weekly feature-length film. Conducted in Italian. Appropriate for concentrators in the Italian Studies and Romance Studies tracks	 as well as for undergraduates pursuing a secondary field in Italian.</p>"	2014.5
356514	Effetto Commedia: What Makes Italians Laugh?	Fall	2013	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	108704	"<p>Comedy Italian-style in cinema and its origins	 from Totò to Benigni. Presents students with another dimension of Italian culture	 while increasing communicative effectiveness. Presentational skills addressed through weekly written assignments and oral reports; grammar review in context. Weekly feature-length film. Conducted in Italian. Appropriate for concentrators in the Italian Studies and Romance Studies tracks	 as well as for undergraduates pursuing a secondary field in Italian. Italian 50; or permission of course head.</p>"	2013.5
136426	Oral Expression: La musica dell'italiano	Fall	2006	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	117174	"<p>An oral expression course based on Italian Opera	 Italian 33 is intended for students with an advanced-intermediate knowledge of Italian but does not require prior knowledge of either music or opera. Content focuses on both the cultural and the linguistic elements of the ""musical voice"" of Italians as expressed by Rossini	 Verdi	 Donizetti	 Puccini	 Leoncavallo	 and others. Conducted in Italian. Monthly screenings to be arranged. May not be taken for credit by students who have passed Italian 35. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian 33 website. Italian Cb	 600 or above on the SAT II or Harvard Placement test	 or permission of course head.</p>"	2006.5
180921	Oral Expression: La musica dell'italiano	Fall	2008	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	117174	"<p>An oral expression course based on Italian Opera	 Italian 33 is intended for students with an advanced-intermediate knowledge of Italian but does not require prior knowledge of either music or opera. Content focuses on both the cultural and the linguistic elements of the ""musical voice"" of Italians as expressed by Rossini	 Verdi	 Donizetti	 Puccini	 Leoncavallo	 and others. Conducted in Italian. Monthly screenings to be arranged. May not be taken for credit by students who have passed Italian 35. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian 33 website. Italian Cb	 600 or above on the SAT II or Harvard Placement test	 or permission of course head.</p>"	2008.5
188072	Oral Expression: La musica dell'italiano	Fall	2007	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	117174	"<p>An oral expression course based on Italian Opera	 Italian 33 is intended for students with an advanced-intermediate knowledge of Italian but does not require prior knowledge of either music or opera. Content focuses on both the cultural and the linguistic elements of the ""musical voice"" of Italians as expressed by Rossini	 Verdi	 Donizetti	 Puccini	 Leoncavallo	 and others. Conducted in Italian. Monthly screenings to be arranged. May not be taken for credit by students who have passed Italian 35. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian 33 website. Italian Cb	 600 or above on the SAT II or Harvard Placement test	 or permission of course head.</p>"	2007.5
336172	Oral Expression: La musica dell'italiano	Fall	2005	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	117174	"<p>An oral expression course based on Italian Opera	 Italian 33 is intended for students with an advanced-intermediate knowledge of Italian but does not require prior knowledge of either music or opera. Content focuses on both the cultural and the linguistic elements of the ""musical voice"" of Italians as expressed by Rossini	 Verdi	 Donizetti	 Puccini	 Leoncavallo	 and others. Conducted in Italian. Monthly screenings to be arranged. May not be taken for credit by students who have passed Italian 35. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian 33 website. Italian Cb	 600 or above on the SAT II or Harvard Placement test	 or permission of course head.</p>"	2005.5
46377	Oral Expression: La musica dell'italiano	Fall	2009	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	117174	"<p>An oral expression course based on Italian Opera	 Italian 33 is intended for students with an advanced-intermediate knowledge of Italian but does not require prior knowledge of either music or opera. Content focuses on both the cultural and the linguistic elements of the ""musical voice"" of Italians as expressed by Rossini	 Verdi	 Donizetti	 Puccini	 Leoncavallo	 and others. Conducted in Italian. Monthly screenings to be arranged. May not be taken for credit by students who have passed Italian 35. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian 33 website. Italian Cb	 600 or above on the SAT II or Harvard Placement test	 or permission of course head.</p>"	2009.5
291212	Oral Expression: La musica dell'italiano	Fall	2004	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	117174	"<p>An oral expression course based on Italian Opera	 Italian 33 is intended for students with an advanced-intermediate knowledge of Italian but does not require prior knowledge of either music or opera. Content focuses on both the cultural and the linguistic elements of the ""musical voice"" of Italians as expressed by Rossini	 Verdi	 Donizetti	 Puccini	 Leoncavallo	 and others. Conducted in Italian. Monthly screenings to be arranged. May not be taken for credit by students who have passed Italian 35. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian 33 website. Italian Cb	 600 or above on the SAT II or Harvard Placement test	 or permission of course head.</p>"	2004.5
358901	Oral Expression: La musica dell'italiano	Fall	2002	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	117174	"<p>An oral expression course based on Italian Opera	 intended for students with little or no prior knowledge of either music or opera	 but with an advanced-intermediate knowledge of Italian. The course	 conducted in Italian	 will focus on both the cultural and the linguistic elements of the genre. Together we will explore ``musical voice'' of Italians	 through the most famous works by Rossini	 Verdi	 Donizetti	 Puccini	 Leoncavallo and others.</p>"	2002.5
321765	Oral Expression: La musica dell'italiano	Fall	2010	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	117174	"<p>An oral expression course based on Italian Opera	 Italian 33 is intended for students with an advanced-intermediate knowledge of Italian but does not require prior knowledge of either music or opera. Content focuses on both the cultural and the linguistic elements of the ""musical voice"" of Italians as expressed by Rossini	 Verdi	 Donizetti	 Puccini	 Leoncavallo	 and others. Conducted in Italian. Monthly screenings to be arranged. May not be taken for credit by students who have passed Italian 35. Section on-line on the Italian 33 website. Italian Cb	 600 or above on the SAT II or Harvard Placement test	 or permission of course head.</p>"	2010.5
232707	Oral Expression: La musica dell'italiano	Fall	2003	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	117174	"<p>An oral expression course based on Italian Opera	 intended for students with little or no prior knowledge of either music or opera	 but with an advanced-intermediate knowledge of Italian. The course	 conducted in Italian	 will focus on both the cultural and the linguistic elements of the genre. Together we will explore ``musical voice'' of Italians	 through the most famous works by Rossini	 Verdi	 Donizetti	 Puccini	 Leoncavallo and others. Conducted in Italian. Monthly screenings to be arranged. Italian Cb	 or permission of course head.</p>"	2003.5
117595	Upper-Level Italian I: Parliamo dell'Italia	Fall	2001	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. Italian Cb	 a placement score of 630 or above on the SAT II test or the Harvard Placement test	 or permission of the instructor.</p>"	2001.5
142017	Upper-Level Italian I: Parliamo dell'Italia	Fall	1996	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. May not be taken Pass/Fail. Italian Cb	 a placement score of 630 or above on a CEEB test taken in or after May 1995 or the Harvard Placement test taken in or after September 1995; 600 or above on all prior tests	 or permission of the instructor.</p>"	1996.5
391707	Upper-Level Italian I: Parliamo dell'Italia	Fall	2000	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. Italian Cb	 a placement score of 630 or above on the SAT II test or the Harvard Placement test	 or permission of the instructor.</p>"	2000.5
395149	Upper-Level Italian I: Parliamo dell'Italia	Fall	1999	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. Italian Cb	 a placement score of 630 or above on the SAT II test or the Harvard Placement test	 or permission of the instructor.</p>"	1999.5
54359	Upper-Level Italian I: Parliamo dell'Italia	Fall	1998	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. Italian Cb	 a placement score of 630 or above on a CEEB test taken in or after May 1995 or the Harvard Placement test taken in or after September 1995; 600 or above on all prior tests	 or permission of the instructor.</p>"	1998.5
284071	Upper-Level Italian I: Parliamo dell'Italia	Fall	2003	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. Italian Cb	 a placement score of 630 or above on the SAT II test or the Harvard Placement test	 or permission of the course head.</p>"	2003.5
270838	Upper-Level Italian I: Parliamo dell'Italia	Fall	1995	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. May not be taken Pass/Fail. Italian Cb	 a placement score of 630 or above on a CEEB test taken in or after May 1995 or the Harvard Placement test taken in or after September 1995; 600 or above on all prior tests	 or permission of the instructor.</p>"	1995.5
365708	Upper-Level Italian I: Parliamo dell'Italia	Fall	1997	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. May not be taken Pass/Fail. Italian Cb	 a placement score of 630 or above on a CEEB test taken in or after May 1995 or the Harvard Placement test taken in or after September 1995; 600 or above on all prior tests	 or permission of the instructor.</p>"	1997.5
244469	Upper-Level Italian I: Parliamo dell'Italia	Fall	2002	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. Italian Cb	 a placement score of 630 or above on the SAT II test or the Harvard Placement test	 or permission of the instructor.</p>"	2002.5
395999	Upper-Level Italian II: Letteratura e cinema	Spring	1995	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	115406	"<p>Students read three novels and view films on which they are based. The course aims at achieving proficiency in speaking and writing through vocabulary development and extension of control of higher-level syntactical patterns. Audiotapes and videotapes are used to sharpen oral/aural skills	 and to offer insights into modern Italian culture. Practice through class presentations	 compositions	 and discussions. Conducted in Italian. May not be taken Pass/Fail. Italian 35 (formerly Italian Ea)	 or permission of instructor.</p>"	1995
48057	Upper-Level Italian II: Letteratura e cinema	Spring	1996	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	115406	"<p>Students read three novels and view films on which they are based. The course aims at achieving proficiency in speaking and writing through vocabulary development and extension of control of higher-level syntactical patterns. Audiotapes and videotapes are used to sharpen oral/aural skills	 and to offer insights into modern Italian culture. Practice through class presentations	 compositions	 and discussions. Conducted in Italian. May not be taken Pass/Fail. Italian 35 (formerly Italian Ea)	 or permission of instructor.</p>"	1996
132963	Beginning Italian I: Pathways to Italy	Fall	2014	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video. Conducted in Italian. Students whose placement score does not entitle them to enter a more advanced course are assigned to Italian Aa. Students who have studied Italian for two years or more in secondary school must begin at Italian Ab or higher. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line. Not open to auditors.</p>"	2014.5
137264	Beginning Italian I: Pathways to Italy	Spring	2015	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video. Conducted in Italian. Students whose placement score does not entitle them to enter a more advanced course are assigned to Italian Aa. Students who have studied Italian for two years or more in secondary school must begin at Italian Ab or higher. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line. Not open to auditors.</p>"	2015
183714	Beginning Italian I: Pathways to Italy	Fall	2015	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2015.5
105633	Beginning Italian I: Pathways to Italy	Fall	2015	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2015.5
55564	Beginning Italian I: Pathways to Italy	Spring	2014	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video. Conducted in Italian. Students whose placement score does not entitle them to enter a more advanced course are assigned to Italian Aa. Students who have studied Italian for two years or more in secondary school must begin at Italian Ab or higher. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian Aa website. Not open to auditors.</p>"	2014
66775	Beginning Italian I	Spring	2012	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life in comparative perspective. Course materials include workbook	 audio-lab	 and video. Conducted in Italian. Students whose placement score does not entitle them to enter a more advanced course are assigned to Italian Aa. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian Aa website.</p>"	2012
9884	Beginning Italian I: Pathways to Italy	Fall	2015	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2015.5
9886	Beginning Italian I: Pathways to Italy	Fall	2015	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2015.5
9887	Beginning Italian I: Pathways to Italy	Fall	2015	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2015.5
9888	Beginning Italian I: Pathways to Italy	Fall	2015	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2015.5
9889	Beginning Italian I: Pathways to Italy	Spring	2016	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video.</p>"	2016
228073	Beginning Italian I	Fall	2012	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life in comparative perspective. Course materials include workbook	 audio-lab	 and video. Conducted in Italian. Students whose placement score does not entitle them to enter a more advanced course are assigned to Italian Aa. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian Aa website. Not open to auditors.</p>"	2012.5
344472	Beginning Italian I: Pathways to Italy	Fall	2013	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families	 shopping	 food culture. This course will give you the language you need to communicate effectively in Italy	 and is the best way to prepare for a summer study in Italy. Course materials include workbook	 audio-lab	 and video. Conducted in Italian. Students whose placement score does not entitle them to enter a more advanced course are assigned to Italian Aa. Students who have studied Italian for two years or more in secondary school must begin at Italian Ab or higher. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian Aa website. Not open to auditors.</p>"	2013.5
333357	Beginning Italian I	Spring	2013	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Lecture Taught in Sections	113814	"<p>For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life in comparative perspective. Course materials include workbook	 audio-lab	 and video. Conducted in Italian. Students whose placement score does not entitle them to enter a more advanced course are assigned to Italian Aa. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian Aa website. Not open to auditors.</p>"	2013
107320	Upper-Level Italian I: Parliamo dell'Italia	Fall	1994	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. May not be taken Pass/Fail. Italian Cb	 a placement of 600 or above	 or consent of Course Head.</p>"	1994.5
300692	Upper-Level Italian I: Parliamo dell'Italia	Fall	1992	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. May not be taken Pass/Fail. Italian Cb	 a placement of 600 or above	 or permission of instructor.</p>"	1992.5
77694	Upper-Level Italian I: Parliamo dell'Italia	Fall	1993	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	111841	"<p>Insights into Italian society and culture	 especially through Italian newspaper and magazine articles	 feature films	 and videotapes. For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and reading. Practice consists of discussions	 oral presentations	 and compositions. Conducted in Italian. May not be taken Pass/Fail. Italian Cb	 a placement of 600 or above	 or permission of instructor.</p>"	1993.5
216946	Upper-Level Italian I	Fall	1991	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	111841	"<p>For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language both in speaking and writing. Materials are selected to highlight the various uses of language in description	 narration	 conversation	 and creative writing. Insights into Italian society and culture	 especially through videotapes. Practice consists of discussions	 oral presentations		 and compositions. Conducted in Italian. May not be taken Pass/Fail. Italian Cb	 a placement of 560 or above	 or permission of instructor.</p>"	1991.5
